회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS)
(주)에이블씨엔씨,078520,2020/12,225578133,-33714240,-95330537
(주)에이비프로바이오,195990,2010/12,,,
(주)에이비프로바이오,195990,2011/12,,,
(주)에이비프로바이오,195990,2012/12,50868395,12909387,10471110
(주)에이비프로바이오,195990,2013/12,43377718,6532151,4884105
(주)에이비프로바이오,195990,2014/12,77318964,15961073,13670800
(주)에이비프로바이오,195990,2015/12,71451964,12496331,15070404
(주)에이비프로바이오,195990,2016/12,43802072,3263105,2439688
(주)에이비프로바이오,195990,2017/12,24935559,-10999153,-13507026
(주)에이비프로바이오,195990,2018/12,21595116,-7753942,-11498245
(주)에이비프로바이오,195990,2019/12,8808808,-21299814,-31644420
(주)에이비프로바이오,195990,2020/12,24998301,1560371,-52706621
(주)에이스디지텍,036550,2010/12,582371144,9120174,-4239387
(주)에이스앤파트너스,032930,2010/12,18894363,-1091335,-5946025
(주)에이스침대,003800,2010/12,169137925,38061880,31646120
(주)에이스침대,003800,2011/12,186183956,43145514,37945894
(주)에이스침대,003800,2012/12,176863925,37759016,34345158
(주)에이스침대,003800,2013/12,163315061,29764670,29518162
(주)에이스침대,003800,2014/12,167816260,27616674,24153371
(주)에이스침대,003800,2015/12,191613994,34881993,30973232
(주)에이스침대,003800,2016/12,202862486,36368423,30840802
(주)에이스침대,003800,2017/12,205743807,32369274,27368219
(주)에이스침대,003800,2018/12,225765097,40257678,30309785
(주)에이스침대,003800,2019/12,277433284,49912426,44215798
(주)에이스침대,003800,2020/12,289067140,50354816,50543368
(주)에이스테크놀로지,088800,2010/12,129625271,12648575,11733136
(주)에이스테크놀로지,088800,2011/12,148003970,25918198,25347117
(주)에이스테크놀로지,088800,2012/12,180471561,3151925,-2386543
(주)에이스테크놀로지,088800,2013/12,239955035,18882753,10513423
(주)에이스테크놀로지,088800,2014/12,284885547,18275965,10142477
(주)에이스테크놀로지,088800,2015/12,274135345,13089305,6456735
(주)에이스테크놀로지,088800,2016/12,212352035,-8229739,-18981688
(주)에이스테크놀로지,088800,2017/12,258444809,-8199760,-54449324
(주)에이스테크놀로지,088800,2018/12,272282903,5656345,2468556
(주)에이스테크놀로지,088800,2019/12,257500719,9442442,-5206755
(주)에이스테크놀로지,088800,2020/12,133755381,-19658638,-94232446
(주)에이스토리,241840,2012/12,,,
(주)에이스토리,241840,2013/12,,,
(주)에이스토리,241840,2016/12,27320775,904765,700522
(주)에이스토리,241840,2017/12,20123970,-2725752,-2447536
(주)에이스토리,241840,2018/12,46446060,1185323,2319968
(주)에이스토리,241840,2019/12,28238091,-1073302,-1184915
(주)에이스토리,241840,2020/12,22095888,-877119,-7381012
(주)에이엔피,015260,2010/12,100091412,2379422,327419
(주)에이엔피,015260,2011/12,94908810,-4196499,-6961412
(주)에이엔피,015260,2012/12,81381147,4622475,1289659
(주)에이엔피,015260,2013/12,85139532,2364708,504405
(주)에이엔피,015260,2014/12,84654325,2732317,943150
(주)에이엔피,015260,2015/12,90759758,121303,-788430
(주)에이엔피,015260,2016/12,96591423,1184555,5036114
(주)에이엔피,015260,2017/12,91690922,-4538574,-10856615
(주)에이엔피,015260,2018/12,94894851,-6374022,-9079314
(주)에이엔피,015260,2019/12,95219936,-5351776,-6714589
(주)에이엔피,015260,2020/12,82078262,-11594835,-24690993
(주)에이원마이크로,037380,2010/12,22595025,-4282221,-7959736
(주)에이제이에스,013340,2010/12,56832795,1690224,444026
(주)에이제이에스,013340,2011/12,50665646,2282966,2025612
(주)에이제이에스,013340,2012/12,44745963,2609096,215361
(주)에이제이에스,013340,2013/12,35449731,-43973579,-49627448
(주)에이치비테크놀러지,078150,2010/12,60868485,7408936,181028
(주)에이치비테크놀러지,078150,2011/12,50351637,6050844,-4408188
(주)에이치비테크놀러지,078150,2012/12,33343150,2647569,-10243700
(주)에이치비테크놀러지,078150,2013/12,144295442,16471921,21375326
(주)에이치비테크놀러지,078150,2014/12,133327678,2554293,1334555
(주)에이치비테크놀러지,078150,2015/12,145657336,10098627,6840427
(주)에이치비테크놀러지,078150,2016/12,270465702,38060548,29384760
(주)에이치비테크놀러지,078150,2017/12,285223838,47978270,37781094
(주)에이치비테크놀러지,078150,2018/12,250910635,7391215,6084971
(주)에이치비테크놀러지,078150,2019/12,223721604,852450,1815645
(주)에이치비테크놀러지,078150,2020/12,243262950,8054940,5156994
(주)에이치시티,072990,2010/12,,,
(주)에이치시티,072990,2011/12,,,
(주)에이치시티,072990,2012/12,,,
(주)에이치시티,072990,2013/12,,,
(주)에이치시티,072990,2014/12,22722707,6458916,2836896
(주)에이치시티,072990,2015/12,24172292,5387765,4895845
(주)에이치시티,072990,2016/12,27683667,4916457,4181766
(주)에이치시티,072990,2017/12,27209299,611592,318440
(주)에이치시티,072990,2018/12,35784271,5399083,4610658
(주)에이치시티,072990,2019/12,45337404,8412850,7271952
(주)에이치시티,072990,2020/12,51156650,11296811,11226872
(주)에이치알에스,036640,2010/12,61168523,8288331,6577377
(주)에이치알에스,036640,2011/12,58031685,6741495,5616732
(주)에이치알에스,036640,2012/12,58999806,4057321,3575667
(주)에이치알에스,036640,2013/12,55384811,3804196,3383666
(주)에이치알에스,036640,2014/12,56357605,5460073,4371205
(주)에이치알에스,036640,2015/12,57006875,4900662,4103408
(주)에이치알에스,036640,2016/12,53857470,4014870,3591048
(주)에이치알에스,036640,2017/12,63060204,6936295,5621842
(주)에이치알에스,036640,2018/12,67943904,3449436,-7525420
(주)에이치알에스,036640,2019/12,61723442,1410368,843583
(주)에이치알에스,036640,2020/12,64996452,10724532,9715344
(주)에이치앤비디자인,227100,2017/12,30337868,3214485,2248799
(주)에이치앤비디자인,227100,2018/12,31216245,988747,348054
(주)에이치앤비디자인,227100,2019/12,21772351,-3518482,-3308738
(주)에이치앤비디자인,227100,2020/12,39424924,-5395677,-15330244
(주)에이치앤아이,103650,2010/12,,,
(주)에이치앤아이,103650,2011/12,,,
(주)에이치앤아이,103650,2012/12,,,
(주)에이치앤아이,103650,2013/12,,,
(주)에이치앤아이,103650,2014/12,,,
(주)에이치앤아이,103650,2015/12,,,
(주)에이치엘사이언스,239610,2013/12,,,
(주)에이치엘사이언스,239610,2014/12,17195868,2490494,2130936
(주)에이치엘사이언스,239610,2015/12,23705272,2975679,3521493
(주)에이치엘사이언스,239610,2016/12,34431546,6834131,6072683
(주)에이치엘사이언스,239610,2017/12,40197225,5332778,4940098
(주)에이치엘사이언스,239610,2018/12,64108470,12248794,10864766
(주)에이치엘사이언스,239610,2019/12,128260856,23683938,19742339
(주)에이치엘사이언스,239610,2020/12,143035985,23629399,19641575
(주)에이치와이티씨,148930,2011/12,23035952,4705018,3578728
(주)에이치와이티씨,148930,2012/12,31563369,1840979,1443481
(주)에이치와이티씨,148930,2013/12,,,
(주)에이치와이티씨,148930,2014/12,,,
(주)에이치와이티씨,148930,2015/12,,,
(주)에이치와이티씨,148930,2016/12,,,
(주)에이치와이티씨,148930,2017/12,,,
(주)에이치와이티씨,148930,2018/12,,,
(주)에이치와이티씨,148930,2019/12,,,
(주)에이치와이티씨,148930,2020/12,21306042,3823591,3261039
(주)에이치케이,044780,2010/12,45736592,1561660,760436
(주)에이치케이,044780,2011/12,60704553,4905846,4656377
(주)에이치케이,044780,2012/12,62641545,8272378,6586055
(주)에이치케이,044780,2013/12,51822513,4218089,3687023
(주)에이치케이,044780,2014/12,54634002,2193053,2988310
(주)에이치케이,044780,2015/12,52102020,1146789,732927
(주)에이치케이,044780,2016/12,54110902,1736471,1172019
(주)에이치케이,044780,2017/12,54008598,3512253,1005035
(주)에이치케이,044780,2018/12,48566224,1251184,1685272
(주)에이치케이,044780,2019/12,44991567,843368,755562
(주)에이치케이,044780,2020/12,48429047,1647900,1171541
(주)에이치피에스피,403870,2017/12,,,
(주)에이치피에스피,403870,2018/12,,,
(주)에이치피에스피,403870,2019/12,,,
(주)에이치피에스피,403870,2020/12,,,
(주)에이치피오,357230,2014/12,,,
(주)에이치피오,357230,2015/12,,,
(주)에이치피오,357230,2016/12,,,
(주)에이치피오,357230,2017/12,,,
(주)에이치피오,357230,2018/12,,,
(주)에이치피오,357230,2019/12,,,
(주)에이치피오,357230,2020/12,103795726,19904623,16448621
(주)에이텍,045660,2010/12,94083372,3897569,3823652
(주)에이텍,045660,2011/12,111111966,8920782,6479816
(주)에이텍,045660,2012/12,118036574,6234837,7491754
(주)에이텍,045660,2013/12,143338657,5792746,6839592
(주)에이텍,045660,2014/12,178464874,6675070,6966331
(주)에이텍,045660,2015/12,98988667,4380551,8406739
(주)에이텍,045660,2016/12,120049859,5751297,7376920
(주)에이텍,045660,2017/12,106326664,4213445,12910367
(주)에이텍,045660,2018/12,98223147,3648227,6104993
(주)에이텍,045660,2019/12,99256874,4350203,6421597
(주)에이텍,045660,2020/12,98158276,6325979,8718526
(주)에이텍티앤,224110,2015/12,13311647,974347,891526
(주)에이텍티앤,224110,2016/12,36048674,718009,735744
(주)에이텍티앤,224110,2017/12,31068764,2267050,1145704
(주)에이텍티앤,224110,2018/12,17947100,1153583,954284
(주)에이텍티앤,224110,2019/12,16407998,265182,494932
(주)에이텍티앤,224110,2020/12,26675615,1657343,2028842
(주)에이트원,230980,2016/12,8281760,557831,-2161601
(주)에이트원,230980,2017/12,8199432,-334334,-302658
(주)에이트원,230980,2018/12,5076666,-873787,-1378306
(주)에이트원,230980,2019/12,10003909,-796404,-9085673
(주)에이트원,230980,2020/12,6850460,486237,-1625766
(주)에이티세미콘,089530,2010/12,95583947,21263295,9932306
(주)에이티세미콘,089530,2011/12,101417280,18020399,9415111
(주)에이티세미콘,089530,2012/12,96603271,5758182,430001
(주)에이티세미콘,089530,2013/12,70379185,-2105093,-13395366
(주)에이티세미콘,089530,2014/12,150503040,7721336,-19568629
(주)에이티세미콘,089530,2015/12,126241093,-3375465,-39001667
(주)에이티세미콘,089530,2016/12,89285903,-8021341,-12830658
(주)에이티세미콘,089530,2017/12,103239769,6176080,6055443
(주)에이티세미콘,089530,2018/12,119592451,7047431,3967714
(주)에이티세미콘,089530,2019/12,125928665,1809900,-9664008
(주)에이티세미콘,089530,2020/12,126968145,-7126124,-29836815
(주)에이팩트,200470,2010/12,36529810,9345275,6379971
(주)에이팩트,200470,2011/12,36256812,6253643,3981317
(주)에이팩트,200470,2012/12,31677738,7597,-2331076
(주)에이팩트,200470,2013/12,32368054,3801946,2120875
(주)에이팩트,200470,2014/12,31518527,2315148,2960898
(주)에이팩트,200470,2015/12,21648875,-4163707,-2128691
(주)에이팩트,200470,2016/12,15878385,-3439252,-3683559
(주)에이팩트,200470,2017/12,22643454,1946606,862864
(주)에이팩트,200470,2018/12,47115235,15982224,14818028
(주)에이팩트,200470,2019/12,46841017,8167586,4189306
(주)에이팩트,200470,2020/12,49630032,6544712,6660107
(주)에이프로,262260,2016/12,,,
(주)에이프로,262260,2017/12,,,
(주)에이프로,262260,2018/12,60639318,7199619,7103363
(주)에이프로,262260,2019/12,67358476,10382613,7578279
(주)에이프로,262260,2020/12,48648936,1521145,1369481
(주)에이프로젠,007460,2010/12,114441971,2091525,-18372528
(주)에이프로젠,007460,2011/12,101262306,762253,-85897134
(주)에이프로젠,007460,2012/12,154934883,5224083,-27740053
(주)에이프로젠,007460,2013/12,103040328,4409611,-51128204
(주)에이프로젠,007460,2014/12,76535323,8603687,12445273
(주)에이프로젠,007460,2015/12,65931704,6015260,3391320
(주)에이프로젠,007460,2016/12,54835626,5064397,2407358
(주)에이프로젠,007460,2017/12,44897115,1830795,2340781
(주)에이프로젠,007460,2018/12,49941054,1411391,-26324903
(주)에이프로젠,007460,2019/12,50345277,3030481,-7127235
(주)에이프로젠,007460,2020/12,72536685,6419294,-46864368
(주)에이프로젠헬스케어앤게임즈,109960,2010/12,33448655,496104,572328
(주)에이프로젠헬스케어앤게임즈,109960,2011/12,25883104,-3821220,-3722518
(주)에이프로젠헬스케어앤게임즈,109960,2012/12,21654584,-647032,-785179
(주)에이프로젠헬스케어앤게임즈,109960,2013/12,20705608,-2469390,-3810008
(주)에이프로젠헬스케어앤게임즈,109960,2014/12,13468231,451325,-200266
(주)에이프로젠헬스케어앤게임즈,109960,2015/12,11117034,-2275252,-2556158
(주)에이프로젠헬스케어앤게임즈,109960,2016/12,15427119,-9796821,-23274243
(주)에이프로젠헬스케어앤게임즈,109960,2017/12,11324491,-1449977,-2472545
(주)에이프로젠헬스케어앤게임즈,109960,2018/12,19610733,1503202,9194393
(주)에이프로젠헬스케어앤게임즈,109960,2019/12,21873920,820880,-6241325
(주)에이프로젠헬스케어앤게임즈,109960,2020/12,10493327,-786781,10095011
(주)에이프로테크놀로지,045470,2010/12,37413287,1540761,-3922208
(주)에이프릴바이오,397030,2019/12,150000,-2921856,-4822919
(주)에이프릴바이오,397030,2020/12,0,-9187557,-10220055
(주)에이플러스에셋어드바이저,244920,2010/03,,,
(주)에이플러스에셋어드바이저,244920,2011/03,,,
(주)에이플러스에셋어드바이저,244920,2012/03,,,
(주)에이플러스에셋어드바이저,244920,2013/03,,,
(주)에이플러스에셋어드바이저,244920,2014/12,,,
(주)에이플러스에셋어드바이저,244920,2015/12,,,
(주)에이플러스에셋어드바이저,244920,2016/12,,,
(주)에이플러스에셋어드바이저,244920,2017/12,,,
(주)에이플러스에셋어드바이저,244920,2018/12,,,
(주)에이플러스에셋어드바이저,244920,2019/12,231617394,20272413,13967201
(주)에이플러스에셋어드바이저,244920,2020/12,244048413,24274162,22021676
(주)에임하이글로벌,043580,2010/12,13059583,-496672,-2669783
(주)에임하이글로벌,043580,2011/12,11843640,-711433,-3455586
(주)에임하이글로벌,043580,2012/12,20346930,197871,154571
(주)에임하이글로벌,043580,2013/12,30881860,578007,600487
(주)에임하이글로벌,043580,2014/12,15832520,-519462,-530081
(주)에임하이글로벌,043580,2015/12,11694272,-543353,-1742681
(주)에임하이글로벌,043580,2016/12,3689615,-5461254,-11941237
(주)에임하이글로벌,043580,2017/12,4136051,-10531380,-30928354
(주)에치에프알,230240,2015/12,,,
(주)에치에프알,230240,2016/12,,,
(주)에치에프알,230240,2017/12,,,
(주)에치에프알,230240,2018/12,104029651,2707458,-796015
(주)에치에프알,230240,2019/12,138217524,5724537,4376154
(주)에치에프알,230240,2020/12,72239823,-16621920,-19241060
(주)에코마케팅,230360,2013/12,,,
(주)에코마케팅,230360,2014/12,16301629,7295291,6804630
(주)에코마케팅,230360,2015/12,19664896,10230592,9319531
(주)에코마케팅,230360,2016/12,16630255,6833751,6747177
(주)에코마케팅,230360,2017/12,20194727,7742483,7794230
(주)에코마케팅,230360,2018/12,29011478,15131833,14343995
(주)에코마케팅,230360,2019/12,40702206,23560902,21669503
(주)에코마케팅,230360,2020/12,56182434,34493158,38230360
(주)에코솔루션,052510,2010/12,40656735,-6838792,-6097597
(주)에코페트로시스템,042870,2010/12,4397764,-7849092,-33459878
(주)에코프로,086520,2010/12,55246537,3515555,2113219
(주)에코프로,086520,2011/12,87620611,4074128,785872
(주)에코프로,086520,2012/12,79761920,5587674,640338
(주)에코프로,086520,2013/12,59580666,1304926,-8001781
(주)에코프로,086520,2014/12,83223658,7219245,1496353
(주)에코프로,086520,2015/12,107266374,5812016,189521
(주)에코프로,086520,2016/12,72912931,719844,9079423
(주)에코프로,086520,2017/12,40605615,487450,4958769
(주)에코프로,086520,2018/12,83086320,10823246,61661270
(주)에코프로,086520,2019/12,93361225,6860822,87446246
(주)에코프로,086520,2020/12,101777272,15029008,180967084
(주)에코프로비엠,247540,2016/12,,,
(주)에코프로비엠,247540,2017/12,,,
(주)에코프로비엠,247540,2018/12,589185698,50283592,36856556
(주)에코프로비엠,247540,2019/12,616085055,37077550,34481004
(주)에코프로비엠,247540,2020/12,855210355,55984931,47015817
(주)에프알텍,073540,2010/12,28797334,1234393,1093118
(주)에프알텍,073540,2011/12,13447794,-1647028,-626080
(주)에프알텍,073540,2012/12,79219615,10332164,9128450
(주)에프알텍,073540,2013/12,55585373,9287754,8140978
(주)에프알텍,073540,2014/12,32272875,2785787,3138062
(주)에프알텍,073540,2015/12,42784821,453261,1061456
(주)에프알텍,073540,2016/12,21926802,-4049904,-2942823
(주)에프알텍,073540,2017/12,23253122,-4345944,-2084797
(주)에프알텍,073540,2018/12,24525643,-1392683,-1048571
(주)에프알텍,073540,2019/12,26148549,567556,-3620307
(주)에프알텍,073540,2020/12,24256680,38622,-5871892
(주)에프앤가이드,064850,2010/12,,,
(주)에프앤가이드,064850,2011/12,,,
(주)에프앤가이드,064850,2012/12,,,
(주)에프앤가이드,064850,2013/12,,,
(주)에프앤가이드,064850,2014/12,,,
(주)에프앤가이드,064850,2015/12,,,
(주)에프앤가이드,064850,2016/12,,,
(주)에프앤가이드,064850,2017/12,9868147,1143688,2187885
(주)에프앤가이드,064850,2018/12,11426062,1793225,1615398
(주)에프앤가이드,064850,2019/12,21082913,3221496,3479115
(주)에프앤가이드,064850,2020/12,21071977,4396751,4676391
(주)에프앤리퍼블릭,064090,2010/12,23395458,231894,-3970355
(주)에프앤리퍼블릭,064090,2011/12,29837921,-651199,-7422565
(주)에프앤리퍼블릭,064090,2012/12,25202281,-1012639,-2108099
(주)에프앤리퍼블릭,064090,2013/12,24865766,-355814,-3009846
(주)에프앤리퍼블릭,064090,2014/12,22953448,504034,3984074
(주)에프앤리퍼블릭,064090,2015/12,18469794,-4306956,-5634043
(주)에프앤리퍼블릭,064090,2016/12,17938392,-12298348,-16096663
(주)에프앤리퍼블릭,064090,2017/12,65211588,8579750,8146290
(주)에프앤리퍼블릭,064090,2018/12,101451331,10169942,6458725
(주)에프앤리퍼블릭,064090,2019/12,31936073,-22331424,-44920027
(주)에프앤리퍼블릭,064090,2020/12,32137066,-12548039,-40849862
(주)에프앤에프홀딩스,007700,2010/12,209741334,33962212,26666142
(주)에프앤에프홀딩스,007700,2011/12,217856438,22440501,18427088
(주)에프앤에프홀딩스,007700,2012/12,200335913,6914349,6719870
(주)에프앤에프홀딩스,007700,2013/12,222042661,7168950,8286591
(주)에프앤에프홀딩스,007700,2014/12,301122145,12023855,13466852
(주)에프앤에프홀딩스,007700,2015/12,369783643,18701214,11675406
(주)에프앤에프홀딩스,007700,2016/12,438729919,44935339,34947509
(주)에프앤에프홀딩스,007700,2017/12,560952332,97887232,74706936
(주)에프앤에프홀딩스,007700,2018/12,646028073,91239444,106608315
(주)에프앤에프홀딩스,007700,2019/12,885117753,159050139,118422730
(주)에프앤에프홀딩스,007700,2020/12,803490624,140388765,121827383
(주)에프에스엔,214270,2015/12,,,
(주)에프에스엔,214270,2016/12,31453004,1133192,-7138261
(주)에프에스엔,214270,2017/12,27292458,-510153,270097
(주)에프에스엔,214270,2018/12,37136316,3396403,-3038379
(주)에프에스엔,214270,2019/12,38506961,1584503,1041780
(주)에프에스엔,214270,2020/12,32380407,-1295645,-17352167
(주)에프에스티,036810,2010/12,41379004,5596362,4773909
(주)에프에스티,036810,2011/12,45759225,6725542,6391301
(주)에프에스티,036810,2012/12,65153665,2567345,1152170
(주)에프에스티,036810,2013/12,66385916,4948179,2172262
(주)에프에스티,036810,2014/12,66577336,5230502,3037964
(주)에프에스티,036810,2015/12,84434815,8723021,6887460
(주)에프에스티,036810,2016/12,111881400,9575826,4030050
(주)에프에스티,036810,2017/12,191104354,12997165,9081550
(주)에프에스티,036810,2018/12,164438268,19778043,14949989
(주)에프에스티,036810,2019/12,121655204,18936170,15733358
(주)에프에스티,036810,2020/12,162731463,23449077,17417672
(주)에프엔씨엔터테인먼트,173940,2011/12,,,
(주)에프엔씨엔터테인먼트,173940,2012/12,22301743,6393877,3986798
(주)에프엔씨엔터테인먼트,173940,2013/12,24837997,3175093,1691179
(주)에프엔씨엔터테인먼트,173940,2014/12,32283428,9570811,6724524
(주)에프엔씨엔터테인먼트,173940,2015/12,44318552,3823812,922819
(주)에프엔씨엔터테인먼트,173940,2016/12,53707136,-1529415,-3259377
(주)에프엔씨엔터테인먼트,173940,2017/12,53832745,562226,-9274610
(주)에프엔씨엔터테인먼트,173940,2018/12,47581669,-6930606,-1848968
(주)에프엔씨엔터테인먼트,173940,2019/12,53546880,-5405051,-7738886
(주)에프엔씨엔터테인먼트,173940,2020/12,52138125,-6709788,-9389397
(주)에프티이앤이,065160,2010/12,32865020,-8619029,-6101321
(주)에프티이앤이,065160,2011/12,44087184,2234319,1042239
(주)에프티이앤이,065160,2012/12,46480184,1071739,-822466
(주)에프티이앤이,065160,2013/12,47087410,1957274,1737376
(주)에프티이앤이,065160,2014/12,32686236,-4541815,-16242362
(주)에프티이앤이,065160,2015/12,30129137,-22029575,-32859169
(주)에프티이앤이,065160,2016/12,27565193,983869,-4191739
(주)에프티이앤이,065160,2017/12,26792353,-10565376,-19473650
(주)에프티이앤이,065160,2018/12,21928315,-7933649,-9649245
(주)에피밸리,068630,2010/12,98812995,-43959299,-49207280
(주)에피밸리,068630,2011/12,7472430,-22150254,-31236547
(주)엑사이엔씨,054940,2010/12,109104115,1967642,-1569696
(주)엑사이엔씨,054940,2011/12,123153033,2513855,1041615
(주)엑사이엔씨,054940,2012/12,80931135,-5528183,-5880736
(주)엑사이엔씨,054940,2013/12,65560765,-2168413,-4734998
(주)엑사이엔씨,054940,2014/12,68948630,2542469,1328116
(주)엑사이엔씨,054940,2015/12,82823676,1638743,775269
(주)엑사이엔씨,054940,2016/12,109044067,4539437,-344245
(주)엑사이엔씨,054940,2017/12,184575755,8159057,-3687246
(주)엑사이엔씨,054940,2018/12,151515263,6949036,193199
(주)엑사이엔씨,054940,2019/12,139762658,591145,-3598474
(주)엑사이엔씨,054940,2020/12,142310932,-3427401,-2414039
(주)엑세스바이오인코퍼레이션,950130,2012/12,36995245,8636653,7577939
(주)엑세스바이오인코퍼레이션,950130,2013/12,45837731,11865330,8261886
(주)엑세스바이오인코퍼레이션,950130,2014/12,32387575,4073474,3472990
(주)엑세스바이오인코퍼레이션,950130,2015/12,34758550,1937825,2198022
(주)엑세스바이오인코퍼레이션,950130,2016/12,29762933,1595924,1298757
(주)엑세스바이오인코퍼레이션,950130,2017/12,27532808,136132,-1842906
(주)엑세스바이오인코퍼레이션,950130,2018/12,37584855,957263,809130
(주)엑세스바이오인코퍼레이션,950130,2019/12,37379390,-3134131,-7301478
(주)엑세스바이오인코퍼레이션,950130,2020/12,108818913,69270336,51405251
(주)엑셈,205100,2014/12,,,
(주)엑셈,205100,2015/12,15753692,3525518,-9718708
(주)엑셈,205100,2016/12,20122347,970724,2097048
(주)엑셈,205100,2017/12,24349132,4771752,-673939
(주)엑셈,205100,2018/12,22614987,3886833,5819445
(주)엑셈,205100,2019/12,24786109,6154364,4120680
(주)엑셈,205100,2020/12,28992946,8659736,7643271
(주)엑시콘,092870,2010/12,,,
(주)엑시콘,092870,2011/12,21598112,3495026,2593406
(주)엑시콘,092870,2012/12,40529388,12508992,6490522
(주)엑시콘,092870,2013/12,25117894,3414582,3209681
(주)엑시콘,092870,2014/12,38035515,5560339,5831399
(주)엑시콘,092870,2015/12,52960638,5376081,6315229
(주)엑시콘,092870,2016/12,44985040,3412016,4672329
(주)엑시콘,092870,2017/12,66441333,7182323,7626867
(주)엑시콘,092870,2018/12,56483838,3230348,4083876
(주)엑시콘,092870,2019/12,38226674,-4979928,-5431531
(주)엑시콘,092870,2020/12,67418497,8263914,10510161
(주)엑큐리스,048460,2010/12,91330303,-10638684,-13213021
(주)엑큐리스,048460,2011/12,71594835,-9467544,-10524491
(주)엔바이오니아,317870,2012/12,,,
(주)엔바이오니아,317870,2013/12,,,
(주)엔바이오니아,317870,2014/12,,,
(주)엔바이오니아,317870,2015/12,,,
(주)엔바이오니아,317870,2016/12,,,
(주)엔바이오니아,317870,2017/12,7937693,2007389,1681392
(주)엔바이오니아,317870,2018/12,8544681,2122716,647519
(주)엔바이오니아,317870,2019/12,9720397,1335310,987629
(주)엔바이오니아,317870,2020/12,8190363,-989198,-1948889
(주)엔비티,236810,2014/12,,,
(주)엔비티,236810,2015/12,,,
(주)엔비티,236810,2016/12,,,
(주)엔비티,236810,2017/12,,,
(주)엔비티,236810,2018/12,31005587,1850131,-935293
(주)엔비티,236810,2019/12,45057863,2320972,743706
(주)엔비티,236810,2020/12,44169234,-1212708,2109927
(주)엔스퍼트,098400,2010/12,37464956,-21115586,-19745084
(주)엔스퍼트,098400,2011/12,38356940,-34138382,-42805549
(주)엔시스,333620,2017/12,,,
(주)엔시스,333620,2018/12,,,
(주)엔시스,333620,2019/12,31883673,3741321,1911979
(주)엔시스,333620,2020/12,36387319,7415409,3572753
(주)엔씨소프트,036570,2010/12,514656784,206942298,179826390
(주)엔씨소프트,036570,2011/12,500177248,196878266,176924881
(주)엔씨소프트,036570,2012/12,475302065,101008830,68749314
(주)엔씨소프트,036570,2013/12,530439554,184090655,142568828
(주)엔씨소프트,036570,2014/12,612651715,269371038,206771054
(주)엔씨소프트,036570,2015/12,616604463,257250508,187589129
(주)엔씨소프트,036570,2016/12,744135850,319153854,272802610
(주)엔씨소프트,036570,2017/12,1546636024,618976087,471574246
(주)엔씨소프트,036570,2018/12,1529913443,681037305,438425911
(주)엔씨소프트,036570,2019/12,1525867647,556930267,307491685
(주)엔씨소프트,036570,2020/12,2242430937,868538818,627523554
(주)엔아이스틸,008260,2010/12,93420984,10556545,6002375
(주)엔아이스틸,008260,2011/12,107269087,13132090,6433626
(주)엔아이스틸,008260,2012/12,105331692,11527828,7059419
(주)엔아이스틸,008260,2013/12,121321800,12069180,7448705
(주)엔아이스틸,008260,2014/12,126580555,10439422,5300101
(주)엔아이스틸,008260,2015/12,118555722,9488801,7099942
(주)엔아이스틸,008260,2016/12,114325940,14146054,10223144
(주)엔아이스틸,008260,2017/12,150604074,15565737,10976438
(주)엔아이스틸,008260,2018/12,150732790,16483890,10204492
(주)엔아이스틸,008260,2019/12,148224450,12087846,6417500
(주)엔아이스틸,008260,2020/12,192571841,18614457,12133553
(주)엔에스,217820,2013/12,12834830,1331423,1260160
(주)엔에스,217820,2014/12,20779567,2332023,2068432
(주)엔에스,217820,2015/12,30449865,3280345,3358276
(주)엔에스,217820,2016/12,26837910,2019684,1922487
(주)엔에스,217820,2017/12,36244854,1494070,421263
(주)엔에스,217820,2018/12,43702837,2066056,2591446
(주)엔에스,217820,2019/12,57996003,5211069,3932407
(주)엔에스,217820,2020/12,60343445,7156699,4141275
(주)엔에스브이,095300,2010/12,22136424,-1540212,-1635255
(주)엔에스브이,095300,2011/12,30881499,-1312618,-2247618
(주)엔에스브이,095300,2012/12,44580014,2788677,431934
(주)엔에스브이,095300,2013/12,49623555,-6404866,-8308936
(주)엔에스브이,095300,2014/12,40725913,-2476538,-4099860
(주)엔에스브이,095300,2015/12,27979904,-9609133,-11597605
(주)엔에스브이,095300,2016/12,16904406,-8263579,-11080893
(주)엔에스엔,031860,2010/12,13941946,2563998,1704416
(주)엔에스엔,031860,2011/12,11501966,-3027041,-6623013
(주)엔에스엔,031860,2012/12,5285107,-3202456,-5124291
(주)엔에스엔,031860,2013/12,5598496,-2377510,-2757157
(주)엔에스엔,031860,2014/12,13409262,599746,-5224786
(주)엔에스엔,031860,2015/12,18118026,-2670059,-4957756
(주)엔에스엔,031860,2016/12,8716713,-8538903,-10827287
(주)엔에스엔,031860,2017/12,5233099,-7158895,-13578625
(주)엔에스엔,031860,2018/12,10278928,421544,-1834240
(주)엔에스엔,031860,2019/12,9082944,-1403342,-5265734
(주)엔에스엔,031860,2020/12,11133326,-2411025,-11256789
(주)엔에이치엔벅스,104200,2010/12,44313085,9842116,10339375
(주)엔에이치엔벅스,104200,2011/12,47434683,7067591,7264298
(주)엔에이치엔벅스,104200,2012/12,50378005,-3673377,-3739205
