회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS연결),매출액(수익)(*)(IFRS연결),당기순이익(손실)(IFRS연결)
(주)비엘,142760,2020/12,-11839293,80452924,-33414028
(주)비엘팜텍,065170,2010/12,-164481,57249315,-688626
(주)비엘팜텍,065170,2011/12,3987935,54136692,619650
(주)비엘팜텍,065170,2012/12,2398814,64681459,-2526950
(주)비엘팜텍,065170,2013/12,1894522,50703065,-4030503
(주)비엘팜텍,065170,2014/12,1972349,61595064,-1337791
(주)비엘팜텍,065170,2015/12,-153784,57145127,-7778689
(주)비엘팜텍,065170,2016/12,1814729,73962749,-4986278
(주)비엘팜텍,065170,2017/12,2768165,83708355,-2650367
(주)비엘팜텍,065170,2018/12,2085258,87686317,1196123
(주)비엘팜텍,065170,2019/12,-2787171,58869487,-17453415
(주)비엘팜텍,065170,2020/12,-2034237,65690695,-16586791
(주)비엠티,086670,2010/12,6155366,43032913,3851320
(주)비엠티,086670,2011/12,6095762,45479327,3185906
(주)비엠티,086670,2012/12,3382611,44237535,1175869
(주)비엠티,086670,2013/12,6896872,51230051,3258226
(주)비엠티,086670,2014/12,5713976,60016445,4107483
(주)비엠티,086670,2015/12,2232125,55123526,2361915
(주)비엠티,086670,2016/12,-1158041,41125176,-1188136
(주)비엠티,086670,2017/12,5987644,63638731,3061279
(주)비엠티,086670,2018/12,8207253,76878609,6931939
(주)비엠티,086670,2019/12,6376364,74362153,5385385
(주)비엠티,086670,2020/12,6743345,89620822,4005082
(주)비올,335890,2019/12,,,
(주)비올,335890,2020/12,3414971,12154328,-1810583
(주)비와이씨,001460,2010/12,34042352,206402089,21616817
(주)비와이씨,001460,2011/12,39511861,202084292,27006654
(주)비와이씨,001460,2012/12,33401881,216985677,24650594
(주)비와이씨,001460,2013/12,25118122,182448693,15514678
(주)비와이씨,001460,2014/12,27901296,176909795,19050210
(주)비와이씨,001460,2015/12,21130661,182195988,13158137
(주)비와이씨,001460,2016/12,16154497,211857618,17543266
(주)비와이씨,001460,2017/12,17207998,195815808,6190457
(주)비와이씨,001460,2018/12,21346821,197864080,9092446
(주)비와이씨,001460,2019/12,23393687,170589027,27788950
(주)비와이씨,001460,2020/12,22940934,161863377,18285122
(주)비즈니스온커뮤니케이션,138580,2017/12,,,
(주)비즈니스온커뮤니케이션,138580,2018/12,,,
(주)비즈니스온커뮤니케이션,138580,2019/12,,,
(주)비즈니스온커뮤니케이션,138580,2020/12,5476512,18429752,3038533
(주)비지에프,027410,2014/12,124120981,3367999286,101467618
(주)비지에프,027410,2015/12,183615953,4334280041,152841276
(주)비지에프,027410,2016/12,217150210,5052617837,184619215
(주)비지에프,027410,2017/12,10447735,123842619,3497875341
(주)비지에프,027410,2018/12,29473342,220593919,47204821
(주)비지에프,027410,2019/12,29385397,240314527,17515292
(주)비지에프,027410,2020/12,14640998,154381286,17880953
(주)비지에프리테일,282330,2017/12,26516480,938735225,27983935
(주)비지에프리테일,282330,2018/12,189516686,5775862323,154186683
(주)비지에프리테일,282330,2019/12,196623294,5946068220,151377054
(주)비지에프리테일,282330,2020/12,162204244,6181269419,122711267
(주)비츠로셀,082920,2010/03,,,
(주)비츠로셀,082920,2011/03,,,
(주)비츠로셀,082920,2012/03,,,
(주)비츠로셀,082920,2013/03,7712899,61468353,7165666
(주)비츠로셀,082920,2014/03,7333283,70569071,6240535
(주)비츠로셀,082920,2015/06,10821850,82163326,10078315
(주)비츠로셀,082920,2016/06,16103780,91020079,14134494
(주)비츠로셀,082920,2017/06,18036927,105351685,16522522
(주)비츠로셀,082920,2018/12,19638369,112596990,15371863
(주)비츠로셀,082920,2019/12,25333745,133438199,20081747
(주)비츠로셀,082920,2020/12,18157419,113179917,14129261
(주)비츠로시스,054220,2010/03,,,
(주)비츠로시스,054220,2011/03,7495593,118523752,5576067
(주)비츠로시스,054220,2012/03,4387688,121574862,1744903
(주)비츠로시스,054220,2013/03,5874789,134326240,935378
(주)비츠로시스,054220,2014/03,-1562651,97265580,-6929212
(주)비츠로시스,054220,2015/03,-16032129,85543985,-14701846
(주)비츠로시스,054220,2016/03,,,
(주)비츠로시스,054220,2017/03,,,
(주)비츠로시스,054220,2018/03,,,
(주)비츠로시스,054220,2019/03,,,
(주)비츠로시스,054220,2020/03,,,
(주)비츠로테크,042370,2010/03,,,
(주)비츠로테크,042370,2011/03,1251684,82087605,1724789
(주)비츠로테크,042370,2012/03,1703195,88409704,2397715
(주)비츠로테크,042370,2013/03,,,
(주)비츠로테크,042370,2014/03,,,
(주)비츠로테크,042370,2015/06,,,
(주)비츠로테크,042370,2016/06,,,
(주)비츠로테크,042370,2017/06,20976623,232764175,43854429
(주)비츠로테크,042370,2018/06,12135013,220440565,10952755
(주)비츠로테크,042370,2019/12,37395107,312975670,29786931
(주)비츠로테크,042370,2020/12,33261312,307592214,27716926
(주)비케이홀딩스,050090,2010/12,-1143562,62206864,-4425225
(주)비케이홀딩스,050090,2011/12,-2704357,64570700,-6741117
(주)비케이홀딩스,050090,2012/12,1902740,58866968,8566695
(주)비케이홀딩스,050090,2013/12,2384388,57878075,-1645374
(주)비케이홀딩스,050090,2014/12,1115887,13179711,-15266415
(주)비케이홀딩스,050090,2015/12,,,
(주)비케이홀딩스,050090,2016/12,,,
(주)비케이홀딩스,050090,2017/12,,,
(주)비케이홀딩스,050090,2018/12,-3907492,14927444,-2862347
(주)비케이홀딩스,050090,2019/12,-25432,12993006,-1963153
(주)비케이홀딩스,050090,2020/12,-1372161,10109534,-4390722
(주)비투엔,307870,2018/12,,,
(주)비투엔,307870,2019/12,,,
(주)비투엔,307870,2020/12,,,
(주)비트컴퓨터,032850,2010/12,3611894,31806072,4359072
(주)비트컴퓨터,032850,2011/12,3818252,30736645,2670372
(주)비트컴퓨터,032850,2012/12,1329390,32814796,354003
(주)비트컴퓨터,032850,2013/12,1326134,35363295,-455961
(주)비트컴퓨터,032850,2014/12,2552968,34660003,1315672
(주)비트컴퓨터,032850,2015/12,4999964,37311343,4634621
(주)비트컴퓨터,032850,2016/12,3493598,34800927,4160233
(주)비트컴퓨터,032850,2017/12,4346891,31905155,3582818
(주)비트컴퓨터,032850,2018/12,-2169694,32769953,-233696
(주)비트컴퓨터,032850,2019/12,6072520,37376712,7093059
(주)비트컴퓨터,032850,2020/12,5458066,37282548,6474398
(주)비피도,238200,2018/12,,,
(주)비피도,238200,2019/12,1392294,13012639,1581977
(주)비피도,238200,2020/12,-596050,12380833,-552823
(주)빅솔론,093190,2010/12,10042879,71096424,10853629
(주)빅솔론,093190,2011/12,11776031,79281840,12006221
(주)빅솔론,093190,2012/12,10467731,74894093,11998206
(주)빅솔론,093190,2013/12,15050761,83988189,17002720
(주)빅솔론,093190,2014/12,12954675,78856302,12927164
(주)빅솔론,093190,2015/12,15006007,83861117,19429911
(주)빅솔론,093190,2016/12,13206586,87574944,14358517
(주)빅솔론,093190,2017/12,14135828,89445133,20622304
(주)빅솔론,093190,2018/12,12605479,85248786,14458167
(주)빅솔론,093190,2019/12,9505805,84844466,9563647
(주)빅솔론,093190,2020/12,4149669,74461959,5588714
(주)빅텍,065450,2010/12,,,
(주)빅텍,065450,2011/12,,,
(주)빅텍,065450,2012/12,,,
(주)빅텍,065450,2013/12,,,
(주)빅텍,065450,2014/12,,,
(주)빅텍,065450,2015/12,,,
(주)빅텍,065450,2016/12,,,
(주)빅텍,065450,2017/12,,,
(주)빅텍,065450,2018/12,,,
(주)빅텍,065450,2019/12,,,
(주)빅텍,065450,2020/12,,,
(주)빙그레,005180,2010/12,59669667,685350740,48424800
(주)빙그레,005180,2011/12,49097713,721329490,42028606
(주)빙그레,005180,2012/12,66585736,790017219,50704082
(주)빙그레,005180,2013/12,50737708,805971786,37919419
(주)빙그레,005180,2014/12,41801338,820996487,37567660
(주)빙그레,005180,2015/12,31692713,799571651,24742588
(주)빙그레,005180,2016/12,37235846,813166107,28730760
(주)빙그레,005180,2017/12,34708336,857454493,29615035
(주)빙그레,005180,2018/12,39329615,855162972,34201161
(주)빙그레,005180,2019/12,45782148,878334260,41057896
(주)빙그레,005180,2020/12,39847416,959129490,34876252
(주)사람인에이치알,143240,2012/12,,,
(주)사람인에이치알,143240,2013/12,,,
(주)사람인에이치알,143240,2014/12,4248191,55301566,3250821
(주)사람인에이치알,143240,2015/12,,,
(주)사람인에이치알,143240,2016/12,13392303,73701173,10420313
(주)사람인에이치알,143240,2017/12,15459447,81347113,3409905
(주)사람인에이치알,143240,2018/12,18875824,86145918,16668712
(주)사람인에이치알,143240,2019/12,27293657,93567189,25460629
(주)사람인에이치알,143240,2020/12,24066933,96294901,21620057
(주)사조대림,003960,2010/12,18132343,308422357,21667167
(주)사조대림,003960,2011/12,13493031,418702677,9758168
(주)사조대림,003960,2012/12,8497473,454177460,-1040705
(주)사조대림,003960,2013/12,14814218,508115858,-419503
(주)사조대림,003960,2014/12,11881418,543628320,6644567
(주)사조대림,003960,2015/12,17803205,715055913,14076791
(주)사조대림,003960,2016/12,36443874,953549613,10020556
(주)사조대림,003960,2017/12,55366011,987439474,42328752
(주)사조대림,003960,2018/12,36257335,937110913,14376104
(주)사조대림,003960,2019/12,49566682,1329705655,87072853
(주)사조대림,003960,2020/12,49420064,1718104062,36150823
(주)사조오양,006090,2010/12,,,
(주)사조오양,006090,2011/12,,,
(주)사조오양,006090,2012/12,,,
(주)사조오양,006090,2013/12,,,
(주)사조오양,006090,2014/12,,,
(주)사조오양,006090,2015/12,,,
(주)사조오양,006090,2016/12,,,
(주)사조오양,006090,2017/12,,,
(주)사조오양,006090,2018/12,,,
(주)사조오양,006090,2019/12,,,
(주)사조오양,006090,2020/12,,,
(주)사조해표,079660,2010/12,15206286,484816813,16472901
(주)사조해표,079660,2011/12,6657677,540676089,2760035
(주)사조해표,079660,2012/12,1841112,597969314,2969989
(주)사조해표,079660,2013/12,-9966602,621760584,-16756877
(주)사조해표,079660,2014/12,15799487,644787301,11370715
(주)사조해표,079660,2015/12,18342350,664544721,20313371
(주)사조해표,079660,2016/12,4674879,673909312,1184124
(주)사조해표,079660,2017/12,-1649255,653386416,14086799
(주)사조해표,079660,2018/12,14561009,628331868,7882205
(주)삼기,122350,2010/06,,,
(주)삼기,122350,2011/12,,,
(주)삼기,122350,2012/12,18052308,187481786,10849460
(주)삼기,122350,2013/12,16988303,204178825,12599443
(주)삼기,122350,2014/12,19627820,243939551,14240181
(주)삼기,122350,2015/12,23707604,276145441,16105717
(주)삼기,122350,2016/12,21352089,304482853,12539436
(주)삼기,122350,2017/12,13303977,292561351,10897361
(주)삼기,122350,2018/12,5499652,277272867,589307
(주)삼기,122350,2019/12,5786388,301765684,2007859
(주)삼기,122350,2020/12,-2715568,362645825,-7420567
(주)삼보판지,023600,2010/12,12679470,285204128,6264155
(주)삼보판지,023600,2011/12,12860489,308995210,5204621
(주)삼보판지,023600,2012/12,23583538,291587109,15730621
(주)삼보판지,023600,2013/12,17348713,301880815,13947619
(주)삼보판지,023600,2014/12,20191750,303156744,15414834
(주)삼보판지,023600,2015/12,12342486,302484857,-32474524
(주)삼보판지,023600,2016/12,17388913,326686710,40288486
(주)삼보판지,023600,2017/12,7662437,323858909,9155278
(주)삼보판지,023600,2018/12,53733431,374788747,64650484
(주)삼보판지,023600,2019/12,45664519,367007847,32097264
(주)삼보판지,023600,2020/12,46862272,403445534,41516246
(주)삼성출판사,068290,2010/12,6548695,74577019,6497708
(주)삼성출판사,068290,2011/12,5176126,75033786,6354353
(주)삼성출판사,068290,2012/12,1884356,75776098,3922650
(주)삼성출판사,068290,2013/12,6799691,139049845,5613496
(주)삼성출판사,068290,2014/12,9052758,153807691,6949602
(주)삼성출판사,068290,2015/12,7969091,145532697,6724811
(주)삼성출판사,068290,2016/12,12234818,163300248,9905223
(주)삼성출판사,068290,2017/12,11008505,176579639,5860955
(주)삼성출판사,068290,2018/12,3310830,186065483,458115
(주)삼성출판사,068290,2019/12,4797975,202043374,6603130
(주)삼성출판사,068290,2020/12,-4508254,167106176,53270131
(주)삼양사,145990,2011/12,-16378604,260700499,-1393696
(주)삼양사,145990,2012/12,16221635,1366653149,26129251
(주)삼양사,145990,2013/12,20892000,1345314087,19004782
(주)삼양사,145990,2014/12,37238635,1355143873,30475104
(주)삼양사,145990,2015/12,75802220,1445814350,51020750
(주)삼양사,145990,2016/12,147334946,2000884794,101151953
(주)삼양사,145990,2017/12,88884563,2041175039,49184510
(주)삼양사,145990,2018/12,96967493,2123808798,59734260
(주)삼양사,145990,2019/12,81563507,2096386534,52887468
(주)삼양사,145990,2020/12,111572679,2051766890,77030194
(주)삼양엔텍,008720,2010/12,,,
(주)삼양엔텍,008720,2011/12,,,
(주)삼양엔텍,008720,2012/12,,,
(주)삼양엔텍,008720,2013/12,,,
(주)삼양옵틱스,225190,2017/12,20131333,66272717,17840160
(주)삼양옵틱스,225190,2018/12,14143316,60460259,12470134
(주)삼양옵틱스,225190,2019/12,15728849,63594654,13557226
(주)삼양옵틱스,225190,2020/12,2977812,38577205,2139479
(주)삼양제넥스,003940,2010/12,42585067,551351311,40365884
(주)삼양제넥스,003940,2011/12,23658923,614721084,26643533
(주)삼양제넥스,003940,2012/12,24395723,659901472,31832298
(주)삼양제넥스,003940,2013/12,21980467,438399102,23891327
(주)삼양제넥스,003940,2014/12,27683306,394778078,23345665
(주)삼양패키징,272550,2017/12,,,
(주)삼양패키징,272550,2018/12,,,
(주)삼양패키징,272550,2019/12,,,
(주)삼양패키징,272550,2020/12,,,
(주)삼양홀딩스,000070,2010/12,50298330,1064389763,143097497
(주)삼양홀딩스,000070,2011/12,36020534,1180816171,168087785
(주)삼양홀딩스,000070,2012/12,19878435,1864066371,129744740
(주)삼양홀딩스,000070,2013/12,2472122,2329145368,-26208013
(주)삼양홀딩스,000070,2014/12,63782114,2213366509,21003634
(주)삼양홀딩스,000070,2015/12,106724640,2176562499,78016229
(주)삼양홀딩스,000070,2016/12,141013330,2311465054,65137706
(주)삼양홀딩스,000070,2017/12,98828147,2396290235,67186351
(주)삼양홀딩스,000070,2018/12,138458000,2563475917,102512252
(주)삼양홀딩스,000070,2019/12,79376318,2488563009,62043854
(주)삼양홀딩스,000070,2020/12,170336486,2471226109,143264827
(주)삼우이엠씨,026250,2010/12,-7241693,203556436,-1142195
(주)삼우이엠씨,026250,2011/12,-3961599,164805985,-34108167
(주)삼우이엠씨,026250,2012/12,-60809865,65203679,-92506603
(주)삼원강재,023000,2011/12,,,
(주)삼원강재,023000,2012/12,,,
(주)삼원강재,023000,2013/12,,,
(주)삼원강재,023000,2014/12,,,
(주)삼원강재,023000,2015/12,,,
(주)삼원강재,023000,2016/12,,,
(주)삼원강재,023000,2017/12,,,
(주)삼원강재,023000,2018/12,,,
(주)삼원강재,023000,2019/12,,,
(주)삼원강재,023000,2020/12,,,
(주)삼익악기,002450,2010/12,10206872,164256184,1809667
(주)삼익악기,002450,2011/12,10638521,164701388,1797945
(주)삼익악기,002450,2012/12,12190916,155583864,7649385
(주)삼익악기,002450,2013/12,17513916,158442932,46122899
(주)삼익악기,002450,2014/12,18871005,155112617,10598715
(주)삼익악기,002450,2015/12,14841199,160730157,8132321
(주)삼익악기,002450,2016/12,13364976,208647230,6215988
(주)삼익악기,002450,2017/12,5720252,262407793,-5519953
(주)삼익악기,002450,2018/12,23658023,240038309,13670823
(주)삼익악기,002450,2019/12,27672295,265391541,13089168
(주)삼익악기,002450,2020/12,20180616,247857720,9961370
(주)삼일,032280,2010/12,,,
(주)삼일,032280,2011/12,,,
(주)삼일,032280,2012/12,,,
(주)삼일,032280,2013/12,,,
(주)삼일,032280,2014/12,,,
(주)삼일,032280,2015/12,,,
(주)삼일,032280,2016/12,,,
(주)삼일,032280,2017/12,,,
(주)삼일,032280,2018/12,,,
(주)삼일,032280,2019/12,,,
(주)삼일,032280,2020/12,,,
(주)삼일기업공사,002290,2010/12,,,
(주)삼일기업공사,002290,2011/12,,,
(주)삼일기업공사,002290,2012/12,,,
(주)삼일기업공사,002290,2013/12,,,
(주)삼일기업공사,002290,2014/12,,,
(주)삼일기업공사,002290,2015/12,,,
(주)삼일기업공사,002290,2016/12,,,
(주)삼일기업공사,002290,2017/12,,,
(주)삼일기업공사,002290,2018/12,,,
(주)삼일기업공사,002290,2019/12,,,
(주)삼일기업공사,002290,2020/12,,,
(주)삼일씨엔에스,004440,2016/12,,,
(주)삼일씨엔에스,004440,2017/12,,,
(주)삼일씨엔에스,004440,2018/12,,,
(주)삼일씨엔에스,004440,2019/12,,,
(주)삼일씨엔에스,004440,2020/12,,,
(주)삼진,032750,2010/12,8979383,92610576,7385341
(주)삼진,032750,2011/12,-132414,88289560,406399
(주)삼진,032750,2012/12,7275348,137309465,3462932
(주)삼진,032750,2013/12,5810975,146331345,3599520
(주)삼진,032750,2014/12,5886325,137443780,6697180
(주)삼진,032750,2015/12,4248372,115714410,5137487
(주)삼진,032750,2016/12,4239643,98172878,5798153
(주)삼진,032750,2017/12,4832172,108784102,2770083
(주)삼진,032750,2018/12,994129,87691023,1600869
(주)삼진,032750,2019/12,11744780,135228931,12091535
(주)삼진,032750,2020/12,11545005,128957760,6577486
(주)삼진엘앤디,054090,2010/12,9803806,213276426,2694425
(주)삼진엘앤디,054090,2011/12,11483683,256603250,3620743
(주)삼진엘앤디,054090,2012/12,5810067,269052489,7582941
(주)삼진엘앤디,054090,2013/12,6660892,247897578,1965228
(주)삼진엘앤디,054090,2014/12,-1855453,229979167,-8034471
(주)삼진엘앤디,054090,2015/12,12689006,281480920,9565640
(주)삼진엘앤디,054090,2016/12,517170,256575199,-2168745
(주)삼진엘앤디,054090,2017/12,-3807893,220648773,-12721933
(주)삼진엘앤디,054090,2018/12,7568078,215217526,1739207
(주)삼진엘앤디,054090,2019/12,3849653,230790590,459781
(주)삼진엘앤디,054090,2020/12,2158417,180806492,-1466930
(주)삼천리,004690,2010/12,40470937,2659052170,70035750
(주)삼천리,004690,2011/12,50265521,2998510382,30635370
(주)삼천리,004690,2012/12,42968550,3455369500,35680116
(주)삼천리,004690,2013/12,52513520,3658069483,40272231
(주)삼천리,004690,2014/12,27535956,3754788200,11638694
(주)삼천리,004690,2015/12,89119862,3667872079,37223888
(주)삼천리,004690,2016/12,60582644,3063254301,20057055
(주)삼천리,004690,2017/12,61136424,3295097686,5128383
(주)삼천리,004690,2018/12,82341340,3458139501,26603771
(주)삼천리,004690,2019/12,85565316,3461627493,35974986
(주)삼천리,004690,2020/12,95778914,3213828580,27252090
(주)삼표시멘트,038500,2010/12,4358906,489405490,-43906685
(주)삼표시멘트,038500,2011/12,-30012208,584534130,-86538834
(주)삼표시멘트,038500,2012/12,30300686,635366594,-66861826
(주)삼표시멘트,038500,2013/12,-4707067,609732692,-255535128
(주)삼표시멘트,038500,2014/12,64842414,557237633,326976693
(주)삼표시멘트,038500,2015/12,46938953,563812485,-10838171
(주)삼표시멘트,038500,2016/12,68541575,615909683,50294749
(주)삼표시멘트,038500,2017/12,74355172,671307465,36285020
(주)삼표시멘트,038500,2018/12,745232,576027308,-4346817
(주)삼표시멘트,038500,2019/12,48058638,595485610,18557380
(주)삼표시멘트,038500,2020/12,61678606,543151580,13703733
(주)삼화네트웍스,046390,2010/12,1279388,26578516,196346
(주)삼화네트웍스,046390,2011/12,3229977,25839976,-1600614
(주)삼화네트웍스,046390,2012/12,-714981,18778857,-4259909
(주)삼화네트웍스,046390,2013/12,2865515,43754688,3364407
(주)삼화네트웍스,046390,2014/12,-2501196,32846587,-1691205
(주)삼화네트웍스,046390,2015/12,-2553616,19754542,-2133302
(주)삼화네트웍스,046390,2016/12,7017526,45701998,7669221
(주)삼화네트웍스,046390,2017/12,-178463,21001397,708954
(주)삼화네트웍스,046390,2018/12,-3752501,12559043,-3069687
(주)삼화네트웍스,046390,2019/12,173531,54197930,720922
(주)삼화네트웍스,046390,2020/12,-206717,29296600,-959546
(주)상보,027580,2010/12,,,
(주)상보,027580,2011/12,,,
(주)상보,027580,2012/12,,,
(주)상보,027580,2013/12,,,
(주)상보,027580,2014/12,955399,226913198,-10502722
(주)상보,027580,2015/12,-1584512,178636196,-5219995
(주)상보,027580,2016/12,-10818348,151681829,-20256950
(주)상보,027580,2017/12,-4418883,127789248,-7040779
(주)상보,027580,2018/12,4032405,127480778,-29343733
(주)상보,027580,2019/12,-4959353,48850032,-10361457
(주)상보,027580,2020/12,6748397,130114213,3225840
(주)상상인,038540,2010/12,4266579,50648832,3492823
(주)상상인,038540,2011/12,5082973,56869524,7579784
(주)상상인,038540,2012/12,2247429,84221148,2585765
(주)상상인,038540,2013/12,6833712,97953874,10308723
(주)상상인,038540,2014/12,23766879,203079435,20680303
(주)상상인,038540,2015/12,29546633,191150036,34021672
(주)상상인,038540,2016/12,72433519,334876891,68380027
(주)상상인,038540,2017/12,121890318,397628354,100182154
(주)상상인,038540,2018/12,175802642,484381840,136605171
(주)상상인,038540,2019/12,182373179,541349885,120386462
(주)상상인,038540,2020/12,94052923,454187717,64319442
(주)상상인인더스트리,101000,2010/12,-5120444,31317892,-5116601
(주)상상인인더스트리,101000,2011/12,-16053664,40353408,-13601070
(주)상상인인더스트리,101000,2012/12,-7134916,51031861,-7102519
(주)상상인인더스트리,101000,2013/12,3321075,67380433,6030043
(주)상상인인더스트리,101000,2014/12,4507181,130219265,3807188
(주)상상인인더스트리,101000,2015/12,7271130,122422515,5716502
(주)상상인인더스트리,101000,2016/12,15108093,128443782,9486341
(주)상상인인더스트리,101000,2017/12,-4395345,95702436,-21135824
(주)상상인인더스트리,101000,2018/12,,,
(주)상상인인더스트리,101000,2019/12,-986622,32880655,-8089270
(주)상상인인더스트리,101000,2020/12,597329,27890453,1408309
(주)상아프론테크,089980,2011/12,7060381,106413933,5554667
(주)상아프론테크,089980,2012/12,5293590,94040100,4353787
(주)상아프론테크,089980,2013/12,7752942,107811747,6979479
(주)상아프론테크,089980,2014/12,5768159,128382851,4048259
(주)상아프론테크,089980,2015/12,10062465,143739802,7858482
(주)상아프론테크,089980,2016/12,9093620,156294805,5466770
(주)상아프론테크,089980,2017/12,10796435,153236134,7467457
(주)상아프론테크,089980,2018/12,14141183,182073848,12063783
(주)상아프론테크,089980,2019/12,14886053,186171234,12453879
(주)상아프론테크,089980,2020/12,7384122,153347407,2319887
(주)상지카일룸,042940,2010/12,-4985381,309577286,-11210747
(주)상지카일룸,042940,2011/12,,,
(주)상지카일룸,042940,2012/12,,,
(주)상지카일룸,042940,2013/12,,,
(주)상지카일룸,042940,2014/12,,,
(주)상지카일룸,042940,2015/12,,,
(주)상지카일룸,042940,2016/12,-5824100,5908248,-7594262
(주)상지카일룸,042940,2017/12,-4334582,13455342,-7918303
(주)상지카일룸,042940,2018/12,1838309,31021854,9648780
(주)상지카일룸,042940,2019/12,591245,104940554,-5132906
(주)상지카일룸,042940,2020/12,-3099301,21886053,-7018067
(주)새로닉스,042600,2010/12,4774901,98102732,3764735
(주)새로닉스,042600,2011/12,70853,90606969,-1967457
(주)새로닉스,042600,2012/12,3398527,123062412,-607136
(주)새로닉스,042600,2013/12,4178503,117229744,-855110
(주)새로닉스,042600,2014/12,10611936,134760838,9084598
(주)새로닉스,042600,2015/12,9268900,130553418,6283238
(주)새로닉스,042600,2016/12,4481495,117855468,11691172
(주)새로닉스,042600,2017/12,155926,126219454,1278697
(주)새로닉스,042600,2018/12,4357786,142092261,7591327
(주)새로닉스,042600,2019/12,78517,163776250,-1882399
(주)새로닉스,042600,2020/12,2043769,163005877,-1616187
(주)서남,294630,2020/12,,,
(주)서린바이오사이언스,038070,2010/12,,,
(주)서린바이오사이언스,038070,2011/12,,,
(주)서린바이오사이언스,038070,2012/12,,,
(주)서린바이오사이언스,038070,2013/12,4275067,42196356,4160344
(주)서린바이오사이언스,038070,2014/12,2699421,37661962,2681774
(주)서린바이오사이언스,038070,2015/12,1757055,41628193,1761080
(주)서린바이오사이언스,038070,2016/12,2174109,44889258,4157708
(주)서린바이오사이언스,038070,2017/12,1156806,42619342,2268469
(주)서린바이오사이언스,038070,2018/12,1753162,49876621,2883827
(주)서린바이오사이언스,038070,2019/12,1802772,54409607,8887481
(주)서린바이오사이언스,038070,2020/12,4470737,65085176,4800907
(주)서부티엔디,006730,2010/12,3116088,31273877,-1011113
(주)서부티엔디,006730,2011/12,3494121,33369233,451431
(주)서부티엔디,006730,2012/12,3921823,40950228,307121
(주)서부티엔디,006730,2013/12,9573915,50836893,-20470975
(주)서부티엔디,006730,2014/12,10527958,54558583,244623
(주)서부티엔디,006730,2015/12,,,
(주)서부티엔디,006730,2016/12,,,
(주)서부티엔디,006730,2017/12,,,
(주)서부티엔디,006730,2018/12,,,
(주)서부티엔디,006730,2019/12,,,
(주)서부티엔디,006730,2020/12,-22674450,84757129,-35216254
(주)서산,079650,2010/12,1846208,42873410,1251894
(주)서산,079650,2011/12,8429683,58717859,7251233
(주)서산,079650,2012/12,14052424,83947344,11789364
(주)서산,079650,2013/12,13006633,89978670,10243977
(주)서산,079650,2014/12,15611943,99637849,13499704
(주)서산,079650,2015/12,21268484,112996137,17855325
(주)서산,079650,2016/12,21964440,112560407,16875392
(주)서산,079650,2017/12,7325835,100372500,6099410
(주)서산,079650,2018/12,-2519429,83413069,-1573936
(주)서산,079650,2019/12,-4878862,52401645,-2840515
(주)서산,079650,2020/12,-8391146,39587394,-12637195
(주)서연,007860,2010/12,113217398,1182344939,75060412
(주)서연,007860,2011/12,88493736,1372835026,65846908
(주)서연,007860,2012/12,85281887,2088646585,54214490
(주)서연,007860,2013/12,200839834,2955993410,100281439
(주)서연,007860,2014/12,133698895,1970181387,256262955
(주)서연,007860,2015/12,137233697,3065762345,94183693
(주)서연,007860,2016/12,126836326,3188334590,132366474
(주)서연,007860,2017/12,-25756564,2913241966,-22172450
(주)서연,007860,2018/12,7028657,2852528433,-43187388
(주)서연,007860,2019/12,33214661,2202639858,-95326226
(주)서연,007860,2020/12,53029217,2237268523,-25537869
(주)서연이화,200880,2014/12,60281245,1124952719,53464360
(주)서연이화,200880,2015/12,118466862,2289404878,81331743
(주)서연이화,200880,2016/12,107825850,2402878000,93906381
(주)서연이화,200880,2017/12,-12182276,2007468863,30402902
(주)서연이화,200880,2018/12,11141718,1906853644,-8091976
(주)서연이화,200880,2019/12,21876294,1976766424,-48334159
(주)서연이화,200880,2020/12,48464737,1962384593,-40833001
(주)서연탑메탈,019770,2011/12,12439138,116465760,9863444
(주)서연탑메탈,019770,2012/12,11622885,131505627,8185287
(주)서연탑메탈,019770,2013/12,9061808,167337148,7637313
(주)서연탑메탈,019770,2014/12,13580352,178218415,10399229
(주)서연탑메탈,019770,2015/12,3665549,163297993,174035
(주)서연탑메탈,019770,2016/12,5813058,205826875,-970666
(주)서연탑메탈,019770,2017/12,5737959,209952442,4273124
(주)서연탑메탈,019770,2018/12,-1202788,146950981,-10454415
(주)서연탑메탈,019770,2019/12,355869,159678959,-3206249
(주)서연탑메탈,019770,2020/12,6782643,141400047,3304589
(주)서울리거,043710,2010/12,-2897091,13381555,553336
(주)서울리거,043710,2011/12,289273,21012884,-1141628
(주)서울리거,043710,2012/12,1142248,41447426,1259052
(주)서울리거,043710,2013/12,-6526329,36990928,-11639358
(주)서울리거,043710,2014/12,-7012689,7759320,-7371202
(주)서울리거,043710,2015/12,-6914961,5634400,-5980854
(주)서울리거,043710,2016/12,-259557,18484248,-2472902
(주)서울리거,043710,2017/12,-1514798,14372479,-1406275
(주)서울리거,043710,2018/12,-217603,17510965,-3870468
(주)서울리거,043710,2019/12,-8741445,78368688,-8037162
(주)서울리거,043710,2020/12,-30106553,43685835,-34164440
(주)서울옥션,063170,2010/12,-1351062,19883630,-1021215
(주)서울옥션,063170,2011/12,-3447320,15090568,-5144426
